gene_id	ControlSample	KnockOutSample
AT1G13661 847.926878 7329.823908
AT1G13662 17698.021912 536.768578
AT1G13663 669.894955 2893.053041
AT1G13664 4432.951750 2742.798547
AT1G13665 1280.336680 634.217689
AT1G13666 4201.482925 4329.698416
AT1G13667 2219.741813 10995.538621
AT1G13668 12134.677267 1459.809503
AT1G13669 6608.197882 19713.245186
AT1G13670 3345.522691 22341.635609
AT1G13671 1616.912015 20693.669851
AT1G13672 3893.750420 10405.426130
AT1G13673 974.079592 10872.354930
AT1G13674 9055.476791 13075.282968
AT1G13675 9740.025483 26436.080416
AT1G13676 4457.932218 310.485794
AT1G13677 2525.005646 2622.967009
AT1G13678 23201.595050 14007.000641
AT1G13679 14213.933317 8546.667379
AT1G13680 651.100162 16714.815821
AT1G13681 22756.366741 3066.069857
AT1G13682 9540.373943 13866.302225
AT1G13683 14439.171117 7156.071657
AT1G13684 6474.901608 20124.692160
AT1G13685 10601.525925 19059.747185
AT1G13686 15097.527146 323.879818
AT1G13687 14757.940855 12292.086978
AT1G13688 1902.729331 639.924314
AT1G13689 3542.472823 3234.807520
AT1G13690 6803.645863 1099.780389
AT1G13691 2790.139653 10325.041169
AT1G13692 624.333262 2904.862514
AT1G13693 1868.427503 6402.853664
AT1G13694 8181.311197 3688.255867
AT1G13695 1582.174078 10688.967315
AT1G13696 75.515000 10591.497543
AT1G13697 4365.042573 6502.212287
AT1G13698 19700.949248 12004.818873
AT1G13699 10073.618946 25699.824519
AT1G13700 14.203314 5724.251350
AT1G13701 29635.995972 7543.597736
AT1G13702 5003.942320 18993.090732
AT1G13703 821.370769 21618.137608
AT1G13704 7508.496414 1040.905362
AT1G13705 10703.061007 4622.148076
AT1G13706 13699.158300 8554.618549
AT1G13707 8526.740593 661.495285
AT1G13708 580.851955 1961.964904
AT1G13709 4666.016907 1635.386822
AT1G13710 14497.128910 988.019654
AT1G13711 6251.574084 1167.418012
AT1G13712 4688.173956 2492.950652
AT1G13713 2714.271310 5821.427961
AT1G13714 821.793359 192.262947
AT1G13715 15692.365795 267.795801
AT1G13716 1744.285043 384.826106
AT1G13717 3354.513993 6593.877255
AT1G13718 3637.220985 5226.816858
AT1G13719 894.096347 526.621601
AT1G13720 1315.405194 4506.723106
AT1G13721 2785.972472 10298.396313
AT1G13722 5884.320200 10935.483139
AT1G13723 4861.455245 8242.112491
AT1G13724 12752.933134 2456.029054
AT1G13725 1026.321238 2857.582293
AT1G13726 24756.220679 5304.726585
AT1G13727 10897.719901 12531.586749
AT1G13728 331.340800 12790.173345
AT1G13729 7417.914487 242.332621
AT1G13730 382.177679 4456.821192
AT1G13731 8250.006836 23018.122501
AT1G13732 8754.437086 10510.397046
AT1G13733 3394.124119 20245.274209
AT1G13734 9021.476211 493.659780
AT1G13735 1318.811609 772.188849
AT1G13736 4912.872951 248.928373
AT1G13737 52.687643 3118.991668
AT1G13738 9304.420026 11256.778100
AT1G13739 8849.266671 9158.383496
AT1G13740 3687.722282 3687.656484
AT1G13741 7294.887234 2300.257698
AT1G13742 1361.740776 3851.791803
AT1G13743 18629.164586 10867.251015
AT1G13744 5494.121281 15519.368725
AT1G13745 2746.660360 26698.434095
AT1G13746 3113.478317 4462.772485
AT1G13747 8352.238533 9559.660115
AT1G13748 7688.891263 12657.997131
AT1G13749 1987.546007 31345.524461
AT1G13750 4181.158849 428.946806
AT1G13751 22265.477584 740.748131
AT1G13752 1402.559191 2542.186377
AT1G13753 2047.149113 10510.239326
AT1G13754 3709.076937 1450.861507
AT1G13755 2794.269539 129.745598
AT1G13756 8005.940123 14787.254433
AT1G13757 10731.335185 14621.132786
AT1G13758 13692.834071 223.595691
AT1G13759 11936.348491 2954.731529
AT1G13760 6019.904172 11518.704855
AT1G13761 8844.463240 1552.431654
AT1G13762 1052.187445 6057.727897
AT1G13763 2719.070070 25186.816462
AT1G13764 1560.581011 20929.551683
AT1G13765 5942.598346 10465.830866
AT1G13766 2790.938444 1971.572375
AT1G13767 3311.719962 15436.524400
AT1G13768 11620.693014 72.649312
AT1G13769 7442.459792 23991.677938
AT1G13770 13553.335002 3170.958586
AT1G13771 4209.165288 5590.037782
AT1G13772 16669.073275 1103.200537
AT1G13773 1227.289712 11922.024598
AT1G13774 592.052980 11833.452681
AT1G13775 22067.226997 8046.102969
AT1G13776 812.426679 2193.165075
AT1G13777 464.280984 1759.890622
AT1G13778 14953.219825 175.430158
AT1G13779 8870.262520 1290.915006
AT1G13780 1678.022675 3503.588122
AT1G13781 6695.116428 14011.575060
AT1G13782 2156.897336 19708.339671
AT1G13783 5500.875240 6531.870296
AT1G13784 5151.768212 23488.218574
AT1G13785 7064.161992 13073.129856
AT1G13786 2710.425123 7828.647114
AT1G13787 1956.568499 13820.669088
AT1G13788 20371.235084 4299.917356
AT1G13789 12072.622456 13632.331614
AT1G13790 3516.471786 1677.812037
AT1G13791 8934.536424 6957.438581
AT1G13792 12623.709525 13304.314707
AT1G13793 30139.978759 783.075167
AT1G13794 12381.274819 24176.610096
AT1G13795 4924.237556 5243.419141
AT1G13796 10285.408307 1159.759880
AT1G13797 9517.980529 1540.022614
AT1G13798 1486.787439 15186.947966
AT1G13799 7051.045076 5266.515885
AT1G13800 17349.278603 1474.551683
AT1G13801 1816.071291 4731.795679
AT1G13802 11222.423475 16593.511155
AT1G13803 20859.052400 5805.057222
AT1G13804 7941.973327 4813.044282
AT1G13805 208.273934 4773.962065
AT1G13806 3090.010346 11845.762535
AT1G13807 2361.211707 9608.397931
AT1G13808 11699.235267 15864.457411
AT1G13809 13934.811945 3442.894925
AT1G13810 16808.667013 14069.734794
AT1G13811 7671.656880 3736.389660
AT1G13812 16333.755760 7903.802728
AT1G13813 13552.212653 8811.628285
AT1G13814 13381.405072 1705.045289
AT1G13815 1380.695212 9603.551164
AT1G13816 1193.695486 986.536760
AT1G13817 828.819910 9002.380261
AT1G13818 2806.327555 1383.118564
AT1G13819 3695.524888 682.686850
AT1G13820 5431.012055 6630.734092
AT1G13821 3754.600299 304.084536
AT1G13822 25199.636708 10005.677511
AT1G13823 16721.502609 1876.812525
AT1G13824 19914.127537 5554.253853
AT1G13825 3342.624104 4832.823817
AT1G13826 6712.648366 4537.716849
AT1G13827 22391.703909 5322.280190
AT1G13828 14652.207190 2433.524155
AT1G13829 11854.016175 4980.097507
AT1G13830 5356.665944 506.515336
AT1G13831 7986.864528 3886.866756
AT1G13832 2416.701559 6220.426801
AT1G13833 4554.712485 4201.534104
AT1G13834 24959.683584 526.119846
AT1G13835 11566.041627 19864.671499
AT1G13836 19966.300546 4319.333476
AT1G13837 4292.051485 13410.643178
AT1G13838 22998.192175 128.794702
AT1G13839 7943.304849 5867.275369
AT1G13840 3649.077425 1028.325968
AT1G13841 8047.254677 12064.847865
AT1G13842 6654.334544 791.213416
AT1G13843 11504.434950 3430.544176
AT1G13844 2487.408521 11157.442549
AT1G13845 3172.399243 5900.997955
AT1G13846 6929.660604 7132.031526
AT1G13847 1761.178716 3264.085543
AT1G13848 22858.019349 6131.814997
AT1G13849 5930.271310 15691.263039
AT1G13850 2633.446821 12552.107303
AT1G13851 4828.682028 11705.514206
AT1G13852 25547.258156 4253.072909
AT1G13853 5564.920530 6687.678701
AT1G13854 3626.594653 5522.307505
AT1G13855 28341.792230 6754.501480
AT1G13856 3764.803735 9986.759239
AT1G13857 9774.681356 11366.923551
AT1G13858 1276.655782 13809.495621
AT1G13859 5398.892422 1328.802606
AT1G13860 4645.314737 2158.707785
AT1G13861 1359.159581 18187.539415
AT1G13862 24457.426618 15590.487381
AT1G13863 7024.509720 4793.077486
AT1G13864 750.814966 132.765648
AT1G13865 20139.697928 11249.113742
AT1G13866 7009.224219 3364.743675
AT1G13867 12910.260537 1945.644093
AT1G13868 132.431776 1339.331828
AT1G13869 837.355266 24757.003235
AT1G13870 241.650563 1024.302011
AT1G13871 14699.815363 27902.847377
AT1G13872 8712.791284 7611.488815
AT1G13873 2244.577166 9314.134342
AT1G13874 6897.014679 4079.142857
AT1G13875 21939.054537 2527.561754
AT1G13876 5699.718650 6284.352794
AT1G13877 3068.065310 23584.027345
AT1G13878 203.920469 13498.232978
AT1G13879 20803.640492 16557.138096
AT1G13880 7483.089145 17484.481094
AT1G13881 2364.492080 12326.041780
AT1G13882 2704.933134 2954.156865
AT1G13883 6368.644673 1936.599384
AT1G13884 18907.787713 2258.809076
AT1G13885 144.629170 14709.113376
AT1G13886 13969.742668 26315.680166
AT1G13887 6619.984497 9573.478896
AT1G13888 1300.032258 26426.395581
AT1G13889 4404.283029 9857.408246
AT1G13890 1976.883145 23712.226691
AT1G13891 581.074129 23704.958647
AT1G13892 722.295236 26087.903867
AT1G13893 2228.001526 20318.754357
AT1G13894 13119.804773 12261.137364
AT1G13895 5927.238075 10611.149205
AT1G13896 2804.739982 18775.171575
AT1G13897 2967.569018 12697.305033
AT1G13898 16404.105960 8770.556902
AT1G13899 14197.918180 775.625782
AT1G13900 10024.867244 28175.586901
AT1G13901 13552.540300 14241.683523
AT1G13902 16041.299844 11376.227058
AT1G13903 24139.554796 11655.927976
AT1G13904 1268.943022 149.504257
AT1G13905 8029.050600 5459.176489
AT1G13906 796.474746 12264.836146
AT1G13907 3072.588000 28480.692160
AT1G13908 1794.200140 3569.432905
AT1G13909 6339.856868 13618.826991
AT1G13910 28716.571673 2346.174139
AT1G13911 4881.494766 422.820276
AT1G13912 486.116642 8942.832484
AT1G13913 14050.917081 15194.473464
AT1G13914 3358.642811 20119.832881
AT1G13915 8948.984161 16955.670522
AT1G13916 18408.691519 10948.384960
AT1G13917 9786.175237 12926.876736
AT1G13918 12319.251900 19634.289254
AT1G13919 10328.745384 3275.423200
AT1G13920 13140.758080 5690.757164
AT1G13921 15346.374401 3127.503891
AT1G13922 1419.995727 11572.502335
AT1G13923 5423.228278 671.887570
AT1G13924 4294.084017 4898.660970
AT1G13925 7606.042116 30128.648244
AT1G13926 1981.780572 117.002289
AT1G13927 9563.114109 2523.821711
AT1G13928 1776.226844 15992.077395
AT1G13929 16224.021943 271.280587
AT1G13930 3340.015107 23540.366802
AT1G13931 7029.706717 8604.676199
AT1G13932 543.795892 1931.688894
AT1G13933 5135.726615 3946.442701
AT1G13934 71.792261 4848.951201
AT1G13935 21082.007202 6573.249672
AT1G13936 7.169286 8224.567400
AT1G13937 9755.046358 898.772546
AT1G13938 18972.734764 1695.381451
AT1G13939 28668.973510 13040.221320
AT1G13940 984.078188 12602.908506
AT1G13941 20559.641530 19727.945311
AT1G13942 177.408246 2232.314676
AT1G13943 25122.470046 7627.404187
AT1G13944 6773.766411 6651.616810
AT1G13945 19815.661245 2655.692129
AT1G13946 2358.755272 4552.220222
AT1G13947 11966.090030 20593.120060
AT1G13948 1023.671377 5653.862423
AT1G13949 21194.150609 19342.859706
AT1G13950 4222.095157 16159.012421
AT1G13951 13371.919797 1995.593738
AT1G13952 2390.417463 28771.601856
AT1G13953 120.732536 150.237739
AT1G13954 7006.369091 1744.300089
AT1G13955 10216.587481 10913.345988
AT1G13956 25766.942045 6999.013153
AT1G13957 3238.224982 758.228553
AT1G13958 2997.158849 17492.631855
AT1G13959 183.036958 25627.221900
AT1G13960 10656.505905 2274.937346
AT1G13961 19320.974792 19796.920743
AT1G13962 8445.868130 5893.900174
AT1G13963 3189.166631 19469.631306
AT1G13964 25995.229347 14265.732139
AT1G13965 6389.430372 7040.636616
AT1G13966 10820.886349 7212.374462
AT1G13967 20891.220252 9919.501938
AT1G13968 14574.361461 11349.890683
AT1G13969 17350.299265 15806.719321
AT1G13970 1673.178503 8042.291421
AT1G13971 86.792810 5352.152104
AT1G13972 2565.545488 1815.912351
AT1G13973 7064.207587 12574.198920
AT1G13974 3827.460555 5320.316568
AT1G13975 6300.828700 1517.298715
AT1G13976 4297.878201 5778.000549
AT1G13977 6370.805750 0.856136
AT1G13978 4027.813990 2546.913663
AT1G13979 4777.021851 4079.909421
AT1G13980 2849.856563 9293.321024
AT1G13981 224.658895 7703.503494
AT1G13982 1566.944151 5027.237098
AT1G13983 2424.471267 6790.123020
AT1G13984 5503.893551 36.633686
AT1G13985 18179.159642 3065.029084
AT1G13986 4425.250771 796.931364
AT1G13987 13730.930876 55.769402
AT1G13988 25790.667989 1993.477889
AT1G13989 5559.381542 21197.564989
AT1G13990 3836.011597 352.298166
AT1G13991 8323.716666 3333.146031
AT1G13992 5645.984527 7424.377239
AT1G13993 2582.626179 13814.520249
AT1G13994 541.778619 12990.609943
AT1G13995 11935.950560 8290.182684
AT1G13996 4183.052614 18917.568499
AT1G13997 7113.667440 8218.834437
AT1G13998 11549.422285 3001.366802
AT1G13999 14789.086642 16156.484878
AT1G14000 22737.781243 13512.129460
AT1G14001 759.745598 20408.766930
AT1G14002 797.438307 1530.874386
AT1G14003 221.935911 1792.518937
AT1G14004 15871.013855 6371.393994
AT1G14005 867.168065 293.569018
AT1G14006 7898.839412 4505.989563
AT1G14007 8352.746361 26555.096133
AT1G14008 5916.544816 12506.194952
AT1G14009 7076.915677 866.977294
AT1G14010 8009.872890 6404.693747
AT1G14011 1325.654469 4006.501968
AT1G14012 6102.452101 17698.383862
AT1G14013 19642.968596 21593.315836
AT1G14014 1602.446699 5675.716086
AT1G14015 133.730613 11379.670919
AT1G14016 10443.130100 761.962828
AT1G14017 11350.408032 23518.731498
AT1G14018 6765.960326 3525.638508
AT1G14019 12895.876156 6542.740440
AT1G14020 259.844478 9375.771355
AT1G14021 353.878140 3874.067934
AT1G14022 4276.152654 8164.508316
AT1G14023 8647.307962 26.378430
AT1G14024 14515.815790 4114.342662
AT1G14025 14440.330332 15115.236183
AT1G14026 1532.041688 4154.638997
AT1G14027 616.859401 17580.589007
AT1G14028 762.740074 13625.074496
AT1G14029 1755.441603 1458.474624
AT1G14030 3508.199835 1888.460952
AT1G14031 15851.502762 3872.763085
AT1G14032 631.796197 2314.309885
AT1G14033 73.440535 436.992370
AT1G14034 5685.390393 11632.217048
AT1G14035 2926.429029 11023.238014
AT1G14036 8009.220222 5671.903317
AT1G14037 26274.440382 1069.112217
AT1G14038 3339.879696 5081.459639
AT1G14039 734.757836 470.545396
AT1G14040 2450.908231 2117.676870
AT1G14041 3847.905393 1924.875210
AT1G14042 2742.469558 18978.052553
AT1G14043 7276.144353 4514.324778
AT1G14044 2003.646962 8952.802667
AT1G14045 612.743004 6499.169408
AT1G14046 17502.738945 14227.071749
AT1G14047 2381.187628 15112.290719
AT1G14048 30605.771050 1811.125828
AT1G14049 11035.569811 2917.923765
AT1G14050 4951.396771 24014.676229
AT1G14051 18315.581988 22435.377056
AT1G14052 7500.681906 5151.771294
AT1G14053 2050.908292 14283.360485
AT1G14054 5496.521439 10028.029237
AT1G14055 3455.771416 28157.939024
AT1G14056 9655.368755 18129.157079
AT1G14057 10487.426099 17774.780725
AT1G14058 4487.857906 10066.307596
AT1G14059 9125.030122 20194.624928
AT1G14060 19973.338420 11039.450667
AT1G14061 16192.675741 5908.271432
AT1G14062 1825.054994 19683.618427
AT1G14063 13874.367443 27073.294107
AT1G14064 3789.557573 15901.678396
AT1G14065 6614.163427 8003.478317
AT1G14066 1566.927091 28577.651906
AT1G14067 3128.319590 1729.633412
AT1G14068 132.514939 21492.303568
AT1G14069 13019.800439 3483.321146
AT1G14070 9772.205634 1595.275338
AT1G14071 79.014863 889.237098
AT1G14072 8564.424116 329.262978
AT1G14073 10159.323283 27196.512040
AT1G14074 4069.549242 5202.818690
AT1G14075 19406.912107 25452.157659
AT1G14076 14592.362468 1886.596881
AT1G14077 13123.926511 12579.165777
AT1G14078 65.278176 7530.026063
AT1G14079 3616.159093 969.042024
AT1G14080 620.928495 13448.054689
AT1G14081 8737.596545 13433.618030
AT1G14082 815.228736 1083.829402
AT1G14083 3264.234748 3112.771416
AT1G14084 15267.379192 7.715018
AT1G14085 7268.753075 17681.226539
AT1G14086 9.617267 1817.561632
AT1G14087 3457.098972 1292.985260
AT1G14088 16604.259255 5659.540025
AT1G14089 1768.481887 18638.213263
AT1G14090 841.654714 15668.472549
AT1G14091 22071.206153 710.158696
AT1G14092 1723.169866 1168.531449
AT1G14093 294.351207 692.570971
AT1G14094 3346.691092 12919.458083
AT1G14095 1491.176031 20577.287759
AT1G14096 4167.167272 10480.489273
AT1G14097 658.872951 13192.142521
AT1G14098 11868.844081 16890.749840
AT1G14099 13736.627247 414.904935
AT1G14100 2316.914457 2597.867428
AT1G14101 8386.976287 5024.571306
AT1G14102 435.628437 2111.960601
AT1G14103 49.152196 1325.165563
AT1G14104 8356.771264 19142.041353
AT1G14105 11090.045076 15664.561907
AT1G14106 18710.670949 22102.838221
AT1G14107 7661.550493 6858.607746
AT1G14108 569.592608 6908.780175
AT1G14109 1600.558794 5741.027253
AT1G14110 813.789575 770.399854
AT1G14111 10027.024140 7252.439711
AT1G14112 14151.354717 5974.517319
AT1G14113 874.879635 19064.934843
AT1G14114 3626.851192 20563.379986
AT1G14115 302.043519 20754.077273
AT1G14116 10244.477676 9167.092013
AT1G14117 4725.184332 29740.657979
AT1G14118 1586.731315 11388.216620
AT1G14119 2362.364452 7017.410810
AT1G14120 18782.769738 5783.495895
AT1G14121 683.419355 790.607807
AT1G14122 22954.246498 7765.402753
AT1G14123 12587.310404 16006.172185
AT1G14124 15309.202246 789.777032
AT1G14125 243.920499 5070.151708
AT1G14126 20131.513413 8762.166143
AT1G14127 988.647725 6926.529984
AT1G14128 1824.306772 38.436201
AT1G14129 5210.044557 14241.548357
AT1G14130 1261.980895 1046.894986
AT1G14131 1435.085360 1054.835414
AT1G14132 12583.038179 360.012543
AT1G14133 1793.855647 6198.916715
AT1G14134 11533.320719 3043.059175
AT1G14135 5958.988250 17028.526963
AT1G14136 1271.356120 8739.263405
AT1G14137 13516.796777 10853.327799
AT1G14138 1549.068026 2819.472091
AT1G14139 6255.114048 15815.501968
AT1G14140 8580.965606 2603.122959
AT1G14141 14723.567003 270.799890
AT1G14142 1867.445051 4444.178594
AT1G14143 24704.581072 4207.093356
AT1G14144 12759.171117 509.899045
AT1G14145 1360.287332 10809.885708
AT1G14146 9604.170415 287.274331
AT1G14147 2734.675588 646.383862
AT1G14148 665.535569 1911.915952
AT1G14149 9550.717185 872.352855
AT1G14150 7787.326701 2967.653432
AT1G14151 1791.130100 6922.893826
AT1G14152 16053.943113 3775.633076
AT1G14153 11840.665242 24907.972350
AT1G14154 2652.352336 14307.657826
AT1G14155 2941.473922 4471.585742
AT1G14156 5605.025971 13892.805109
AT1G14157 13592.395703 2383.231239
AT1G14158 80.047609 8808.819422
AT1G14159 20856.098392 692.628193
AT1G14160 7655.530076 6498.538591
AT1G14161 658.992615 12179.898526
AT1G14162 7008.987701 1265.243385
AT1G14163 7518.105960 2351.381634
AT1G14164 7891.537980 288.233283
AT1G14165 16093.405072 278.215278
AT1G14166 23.690359 2903.366924
AT1G14167 8494.130253 14203.183447
AT1G14168 13967.897214 17810.509659
AT1G14169 264.489731 6776.998169
AT1G14170 3071.676138 4920.892361
AT1G14171 6071.355632 10541.509201
AT1G14172 335.674215 9490.996429
AT1G14173 4681.729759 1323.702750
AT1G14174 20009.453871 473.033998
AT1G14175 14381.906339 13109.156774
AT1G14176 8033.989502 7866.676656
AT1G14177 18505.453108 6041.071780
AT1G14178 16108.074709 30149.549486
AT1G14179 16640.689352 1385.825617
AT1G14180 3808.773583 924.933012
AT1G14181 1727.283578 6478.105472
AT1G14182 19036.831935 862.668264
AT1G14183 1115.420911 22017.196753
AT1G14184 7834.933012 3846.980193
AT1G14185 21762.664144 1182.841273
AT1G14186 292.819483 2281.683401
AT1G14187 718.752098 362.932707
AT1G14188 1810.166204 3322.181463
AT1G14189 3859.226936 4528.962859
AT1G14190 15370.168279 1060.138493
AT1G14191 209.198401 17731.576708
AT1G14192 1414.468703 1881.176244
AT1G14193 184.682943 27372.032685
AT1G14194 442.742943 1672.927152
AT1G14195 17108.163457 9271.889248
AT1G14196 3202.248817 336.110416
AT1G14197 877.771599 12452.061159
AT1G14198 9342.191626 1405.716697
AT1G14199 6917.521897 1753.099216
AT1G14200 5365.922300 7357.394208
AT1G14201 15567.376690 21420.791894
AT1G14202 8675.675527 8369.045930
AT1G14203 1392.225593 5543.514389
AT1G14204 3529.019440 28222.983734
AT1G14205 22272.704733 11170.647664
AT1G14206 2794.062380 2230.169805
AT1G14207 17981.767632 3572.686544
AT1G14208 2783.731193 13236.885769
AT1G14209 2070.335185 5157.557146
AT1G14210 496.104953 3808.380871
AT1G14211 10677.419355 7366.314890
AT1G14212 11163.137333 13074.246742
AT1G14213 5156.856563 14059.021210
AT1G14214 21886.671651 1397.670156
AT1G14215 27355.247871 81.300333
AT1G14216 31558.091983 7358.467360
AT1G14217 6123.886532 4881.059603
AT1G14218 294.490493 1622.773400
AT1G14219 2496.747826 1531.291574
AT1G14220 6406.211921 28348.331126
AT1G14221 6180.811609 611.895627
AT1G14222 1268.614582 5681.430464
AT1G14223 709.541307 17045.931425
AT1G14224 6106.104801 1033.837855
AT1G14225 9104.777856 5963.898556
AT1G14226 6932.354625 6864.524491
AT1G14227 19514.901944 16834.173894
AT1G14228 1433.940580 2104.146550
AT1G14229 4183.589282 12479.366436
AT1G14230 162.034059 6002.990478
AT1G14231 4826.929960 4627.703848
AT1G14232 14994.002503 19392.024964
AT1G14233 1488.025819 6827.579577
AT1G14234 6089.982299 3336.092532
AT1G14235 496.157476 649.836238
AT1G14236 8020.287729 2545.874783
AT1G14237 17858.533280 1962.870418
AT1G14238 20130.625019 4958.093936
AT1G14239 903.197729 6586.476638
AT1G14240 16812.693350 20671.147618
AT1G14241 19777.859859 5414.099094
AT1G14242 10507.940550 1537.257424
AT1G14243 4013.104282 5877.092990
AT1G14244 6250.900052 15468.257729
AT1G14245 14872.745750 12262.267220
AT1G14246 15905.691824 12765.019654
AT1G14247 20748.810938 1237.628407
AT1G14248 27121.497665 562.941801
AT1G14249 11731.873287 8320.672933
AT1G14250 10472.539262 6749.928282
AT1G14251 7102.335429 7335.758660
AT1G14252 6743.214667 8130.283212
AT1G14253 21521.707022 13204.301889
AT1G14254 2783.070009 60.046876
AT1G14255 1787.943236 13701.940001
AT1G14256 1141.933348 5864.645283
AT1G14257 17695.645497 12156.442030
AT1G14258 15229.711905 6723.007904
AT1G14259 26094.562700 2713.198035
AT1G14260 20067.030396 114.624226
AT1G14261 17022.783532 18475.385601
AT1G14262 1190.464644 13953.708182
AT1G14263 237.867855 189.796808
AT1G14264 2584.287362 4187.890591
AT1G14265 5283.904569 2272.864772
AT1G14266 9868.974364 1207.698904
AT1G14267 5330.402539 27188.808008
AT1G14268 4051.339915 23002.217933
AT1G14269 6133.895962 9293.089694
AT1G14270 2305.336344 8990.872524
AT1G14271 6878.664357 15456.404309
AT1G14272 15608.188849 10644.546037
AT1G14273 30486.000244 20661.340983
AT1G14274 5919.549028 7843.931272
AT1G14275 4208.888211 1008.140141
AT1G14276 7141.347148 8577.089389
AT1G14277 8376.040040 988.583026
AT1G14278 648.312265 15242.870327
AT1G14279 438.367870 3344.824976
AT1G14280 1629.264199 17813.049715
AT1G14281 3141.010224 17400.259377
AT1G14282 2836.703513 17917.156804
AT1G14283 11908.261055 1052.873928
AT1G14284 18769.547411 3960.428358
AT1G14285 22362.323069 5502.165471
AT1G14286 23144.551927 95.134800
AT1G14287 16013.300546 6731.153691
AT1G14288 13544.558000 1104.016846
AT1G14289 10180.640278 7809.875912
AT1G14290 3718.812708 1455.991180
AT1G14291 1363.904172 12998.686636
AT1G14292 9104.864040 16096.784570
AT1G14293 7208.921964 21698.119205
AT1G14294 8196.791406 3105.969359
AT1G14295 5007.822077 7726.447645
AT1G14296 4473.509171 2348.142796
AT1G14297 3327.994446 989.165441
AT1G14298 7458.834559 3574.151006
AT1G14299 7082.999054 23649.491348
AT1G14300 61.671316 20301.572863
AT1G14301 16209.392010 6569.646229
AT1G14302 2699.645802 12471.652089
AT1G14303 13613.720267 171.959990
AT1G14304 1285.864528 15599.155400
AT1G14305 10752.599658 5349.845210
AT1G14306 4984.086032 1530.752770
AT1G14307 6689.706229 4599.797357
AT1G14308 19995.741295 4002.193548
AT1G14309 7729.795129 4107.481063
AT1G14310 16321.221320 30504.736198
AT1G14311 18154.633290 7752.223945
AT1G14312 8866.050600 2210.129856
AT1G14313 4860.516190 3420.586230
AT1G14314 7721.763237 16636.406262
AT1G14315 415.382672 90.349467
AT1G14316 1087.473006 537.552965
AT1G14317 61.210730 1158.462477
AT1G14318 3126.499954 781.082980
AT1G14319 9162.142277 9067.221290
AT1G14320 1213.743095 9573.516037
AT1G14321 19413.042390 2719.044282
AT1G14322 4842.627796 155.623798
AT1G14323 8743.127079 14816.533708
AT1G14324 528.568926 19445.917051
AT1G14325 3769.112186 18600.626240
AT1G14326 9133.319376 1016.396558
AT1G14327 12850.080386 2230.177313
AT1G14328 7355.140782 1379.631031
AT1G14329 9768.165563 3371.932981
AT1G14330 926.963836 9628.073855
AT1G14331 4935.504013 3380.581835
AT1G14332 1519.531083 6653.241981
AT1G14333 4171.135594 18929.082461
AT1G14334 9788.079775 17358.084231
AT1G14335 5199.730613 4349.141057
AT1G14336 6596.561632 1862.892605
AT1G14337 11082.868099 23858.839320
AT1G14338 1849.497299 228.458144
AT1G14339 22980.149541 870.074404
AT1G14340 11955.120701 21621.075808
AT1G14341 19327.007874 2059.002350
AT1G14342 5360.078616 12076.476272
AT1G14343 5093.918241 10054.535356
AT1G14344 4061.204749 6802.447066
AT1G14345 4259.606922 130.956633
AT1G14346 4144.919980 7657.739555
AT1G14347 2190.464797 651.501816
AT1G14348 1602.479568 4455.914304
AT1G14349 9214.738731 5610.442488
AT1G14350 982.955779 3418.762017
AT1G14351 3964.733970 1622.915128
AT1G14352 3492.105747 449.846187
AT1G14353 988.694113 640.168950
AT1G14354 4746.888485 1065.771905
AT1G14355 298.374340 4076.662435
AT1G14356 547.000000 2150.701987
AT1G14357 17297.365825 4930.817225
AT1G14358 1182.414686 3802.074404
AT1G14359 9728.508866 12796.223762
AT1G14360 4508.380444 156.273049
AT1G14361 4463.007324 5479.748344
AT1G14362 4385.167913 1178.602008
AT1G14363 21602.025025 2258.182012
AT1G14364 1326.049196 6191.494247
AT1G14365 16522.395093 12012.704733
AT1G14366 14255.392621 1173.355602
AT1G14367 4373.526475 1915.469100
AT1G14368 7020.121311 13136.565569
AT1G14369 353.447676 1248.759880
AT1G14370 2308.875515 3317.914060
AT1G14371 3359.602649 6519.059786
AT1G14372 6806.719077 9811.673482
AT1G14373 2458.628620 2113.673147
AT1G14374 9384.204230 6765.339244
AT1G14375 2253.971984 6845.836360
AT1G14376 937.760460 6030.239692
AT1G14377 22866.721854 386.819178
AT1G14378 9439.629627 8713.931791
AT1G14379 3259.067202 587.086978
AT1G14380 4618.836756 5014.474013
AT1G14381 1199.998535 10601.633503
AT1G14382 8698.676443 7168.211921
AT1G14383 3013.475204 2891.520890
AT1G14384 4465.067385 12079.142064
AT1G14385 122.715445 1581.646168
AT1G14386 12321.792657 12910.962188
AT1G14387 13616.346873 15855.782098
AT1G14388 13032.860591 3942.213202
AT1G14389 4486.676565 4316.595599
AT1G14390 23385.945616 50.486679
AT1G14391 5708.097781 41.360057
AT1G14392 6799.418470 5590.121647
AT1G14393 11350.617786 1998.868831
AT1G14394 7028.588061 1878.422803
AT1G14395 17661.700491 5785.874142
AT1G14396 4039.632618 16307.354778
AT1G14397 104.440565 11318.392346
AT1G14398 16984.870754 7376.575304
AT1G14399 6746.078372 17614.064150
AT1G14400 1510.169225 19193.422285
AT1G14401 10155.329600 2797.050813
AT1G14402 7858.287545 4383.151341
AT1G14403 1714.367016 6494.695151
AT1G14404 25997.340251 4323.016449
AT1G14405 9020.263009 6724.351634
AT1G14406 26887.315287 6862.381542
